Human_id,Species_id,Type
DESI1,Desi1,ortholog_one2one
ARHGAP11A,Arhgap11a,ortholog_one2many
GLP1R,Glp1r,ortholog_one2one
ZKSCAN2,Zkscan2,ortholog_one2one
TRGC1,Trgv1,ortholog_many2many
TRGC1,Trgc2,ortholog_many2many
TRGC1,Trgv2,ortholog_many2many
TRGC1,Trgv4,ortholog_many2many
TRGC1,Trgv3,ortholog_many2many
TRGC1,Trgc3,ortholog_many2many
TRGC1,Trgc1,ortholog_many2many
DUSP26,Dusp26,ortholog_one2one
ZNF236,Zfp236,ortholog_one2one
AGMO,Agmo,ortholog_one2one
XRCC6,Xrcc6,ortholog_one2one
HS3ST2,Hs3st2,ortholog_one2one
CLPTM1L,Clptm1l,ortholog_one2one
LRRN1,Lrrn1,ortholog_one2one
STAR,Star,ortholog_one2one
CAP2,Cap2,ortholog_one2one
FRMD3,Frmd3,ortholog_one2one
SNRK,Snrk,ortholog_one2one
TMC7,Tmc7,ortholog_one2one
ASRGL1,Asrgl1,ortholog_one2one
CAMK2B,Camk2b,ortholog_one2one
RNF128,Rnf128,ortholog_one2one
NKX3-1,Nkx3-1,ortholog_one2one
ATP6V1B2,Atp6v1b2,ortholog_one2one
KCNH8,Kcnh8,ortholog_one2one
R3HDML,R3hdml,ortholog_one2one
HM13,H13,ortholog_one2one
PRICKLE1,Prickle1,ortholog_one2one
ELP4,Elp4,ortholog_one2one
CEMIP2,Cemip2,ortholog_one2one
CYP4F12,Cyp4a30b,ortholog_many2many
CYP4F12,Cyp4a10,ortholog_many2many
CYP4F12,Cyp4a32,ortholog_many2many
CYP4F12,Cyp4a31,ortholog_many2many
METTL9,Mettl9,ortholog_one2one
RAB11FIP1,Rab11fip1,ortholog_one2one
GNAI2,Gnai2,ortholog_one2one
GPC3,Gpc3,ortholog_one2one
ICE1,Ice1,ortholog_one2one
BMF,Bmf,ortholog_one2one
PTGER1,Ptger1,ortholog_one2one
PDXDC1,Pdxdc1,ortholog_one2one
ZNF770,Zfp770,ortholog_one2one
RAB8A,Rab8a,ortholog_one2one
TRIP13,Trip13,ortholog_one2one
EIF4EBP1,Eif4ebp1,ortholog_one2one
GAB3,Gab3,ortholog_one2one
DEFB105B,Defb35,ortholog_many2many
DEFB105B,Defb12,ortholog_many2many
FAM90A22P,Fam90a1b,ortholog_many2many
FAM90A22P,Fam90a1a,ortholog_many2many
KCTD9,Kctd9,ortholog_one2one
PLEKHM2,Plekhm2,ortholog_one2one
ITPR3,Itpr3,ortholog_one2one
PTPDC1,Ptpdc1,ortholog_one2one
SLC6A19,Slc6a19,ortholog_one2one
TPM4,Tpm4,ortholog_one2one
WDR7,Wdr7,ortholog_one2one
ADAMTS16,Adamts16,ortholog_one2one
RNF170,Rnf170,ortholog_one2many
RNF170,Gm45692,ortholog_one2many
VGLL1,Vgll1,ortholog_one2one
SNU13,Snu13,ortholog_one2one
RIMS4,Rims4,ortholog_one2one
THBS1,Thbs1,ortholog_one2one
PARP11,Parp11,ortholog_one2one
SLC25A38,Slc25a38,ortholog_one2one
TEX13D,Tex13c2,ortholog_many2many
TEX13D,Tex13c1,ortholog_many2many
GADD45G,Gadd45g,ortholog_one2one
PNMA6E,Gm18336,ortholog_one2many
TEFM,Tefm,ortholog_one2one
ZNF185,Zfp185,ortholog_one2one
SPAG11A,Spag11b,ortholog_one2many
C9orf40,D030056L22Rik,ortholog_one2one
MIR124-3,Mir124a-3,ortholog_one2one
YTHDF1,Ythdf1,ortholog_one2one
PTPN21,Ptpn21,ortholog_one2one
HSCB,Hscb,ortholog_one2one
AQR,Aqr,ortholog_one2one
SUZ12,Suz12,ortholog_one2one
UBP1,Ubp1,ortholog_one2one
MRPL36,Mrpl36,ortholog_one2one
B3GALT6,B3galt6,ortholog_one2one
HABP4,Habp4,ortholog_one2one
DHRS3,Dhrs3,ortholog_one2one
BIRC7,Birc7,ortholog_one2one
FASTKD3,Fastkd3,ortholog_one2one
STMN4,Stmn4,ortholog_one2one
CRACR2A,Cracr2a,ortholog_one2one
POLN,Poln,ortholog_one2one
CA6,Car6,ortholog_one2one
CHEK2,Chek2,ortholog_one2one
ABTB2,Abtb2,ortholog_one2one
TMOD1,Tmod1,ortholog_one2one
NKAIN4,Nkain4,ortholog_one2one
NEDD9,Nedd9,ortholog_one2one
CCL23,Ccl9,ortholog_many2many
CCL23,Ccl6,ortholog_many2many
SYNDIG1L,Syndig1l,ortholog_one2one
SLC6A18,Slc6a18,ortholog_one2one
CALM1,Calm1,ortholog_one2one
SEC61B,Gm10320,ortholog_one2one
LRRC38,Lrrc38,ortholog_one2one
MIB1,Mib1,ortholog_one2one
NMNAT1,Nmnat1,ortholog_one2one
RERG,Rerg,ortholog_one2one
ADCY2,Adcy2,ortholog_one2one
DIRAS2,Diras2,ortholog_one2one
PIGG,Pigg,ortholog_one2one
OR10V1,Olfr1420,ortholog_one2one
GID4,Gid4,ortholog_one2one
HEMGN,Hemgn,ortholog_one2one
ARFGAP1,Arfgap1,ortholog_one2one
ARHGAP1,Arhgap1,ortholog_one2one
PRAMEF18,Pramel22,ortholog_many2many
PRAMEF18,Pramel26,ortholog_many2many
PRAMEF18,Gm12790,ortholog_many2many
PRAMEF18,Gm6205,ortholog_many2many
PRAMEF18,Gm3183,ortholog_many2many
PRAMEF18,C130073F10Rik,ortholog_many2many
PRAMEF18,Pramel14,ortholog_many2many
PRAMEF18,AA792892,ortholog_many2many
PRAMEF18,Pramel38,ortholog_many2many
PRAMEF18,Gm13040,ortholog_many2many
PRAMEF18,Oog2,ortholog_many2many
PRAMEF18,Pramel49,ortholog_many2many
PRAMEF18,Pramel30,ortholog_many2many
PRAMEF18,Gm13057,ortholog_many2many
PRAMEF18,Pramel11,ortholog_many2many
PRAMEF18,Pramel51,ortholog_many2many
PRAMEF18,Gm13043,ortholog_many2many
PRAMEF18,Pramel50,ortholog_many2many
PRAMEF18,Pramel5,ortholog_many2many
PRAMEF18,Gm2042,ortholog_many2many
PRAMEF18,Pramel19,ortholog_many2many
PRAMEF18,Pramel31,ortholog_many2many
PRAMEF18,Oog4,ortholog_many2many
PRAMEF18,Gm7982,ortholog_many2many
PRAMEF18,Pramel47,ortholog_many2many
PRAMEF18,Pramel41,ortholog_many2many
PRAMEF18,Pramel24,ortholog_many2many
PRAMEF18,Pramel25,ortholog_many2many
PRAMEF18,Pramel35,ortholog_many2many
PRAMEF18,Gm6367,ortholog_many2many
PRAMEF18,Pramel32,ortholog_many2many
PRAMEF18,Gm13102,ortholog_many2many
PRAMEF18,Gm16513,ortholog_many2many
PRAMEF18,Pramel37,ortholog_many2many
PRAMEF18,Oog3,ortholog_many2many
PRAMEF18,Pramel17,ortholog_many2many
PRAMEF18,Pramel48,ortholog_many2many
PRAMEF18,Pramel44,ortholog_many2many
PRAMEF18,Pramel39,ortholog_many2many
PRAMEF18,Pramel28,ortholog_many2many
PRAMEF18,Pramel29,ortholog_many2many
PRAMEF18,Pramel4,ortholog_many2many
PRAMEF18,Pramel36,ortholog_many2many
PRAMEF18,Pramel15,ortholog_many2many
PRAMEF18,Pramel45,ortholog_many2many
PRAMEF18,Pramel13,ortholog_many2many
PRAMEF18,Pramel7,ortholog_many2many
PRAMEF18,Pramel43,ortholog_many2many
PRAMEF18,Pramel42,ortholog_many2many
PRAMEF18,Pramel23,ortholog_many2many
PRAMEF18,Gm16367,ortholog_many2many
PRAMEF18,Gm3286,ortholog_many2many
PRAMEF18,Pramel34,ortholog_many2many
PRAMEF18,Gm6351,ortholog_many2many
PRAMEF18,E330014E10Rik,ortholog_many2many
PRAMEF18,Pramel27,ortholog_many2many
PRAMEF18,Pramel6,ortholog_many2many
PRAMEF18,Gm12789,ortholog_many2many
PRAMEF18,Pramel1,ortholog_many2many
PRAMEF18,Pramel40,ortholog_many2many
PRAMEF18,Pramel18,ortholog_many2many
PRAMEF18,Pramel20,ortholog_many2many
PRAMEF18,Pramel33,ortholog_many2many
PRAMEF18,Pramel46,ortholog_many2many
PRAMEF18,Oog1,ortholog_many2many
PRAMEF18,Pramel21,ortholog_many2many
PRAMEF18,Pramel12,ortholog_many2many
PRAMEF18,Pramel16,ortholog_many2many
ILVBL,Ilvbl,ortholog_one2one
PHF13,Phf13,ortholog_one2one
SRPK1,Srpk1,ortholog_one2one
PAK6,Pak6,ortholog_one2one
CCDC27,Ccdc27,ortholog_one2one
TTC19,Ttc19,ortholog_one2one
SLC35D2,Slc35d2,ortholog_one2many
DERA,Dera,ortholog_one2one
CHD5,Chd5,ortholog_one2one
CABYR,Cabyr,ortholog_one2one
CD59,Cd59a,ortholog_many2many
CD59,Cd59b,ortholog_many2many
GASK1A,Gask1a,ortholog_one2one
ZDHHC11,Zdhhc11,ortholog_one2many
SLFN14,Slfn14,ortholog_one2one
DDHD1,Ddhd1,ortholog_one2one
UBQLN1,Ubqln1,ortholog_one2one
PLPBP,Plpbp,ortholog_one2one
GOLGA4,Golga4,ortholog_one2one
SLFN13,Slfn9,ortholog_one2many
SLFN13,Slfn8,ortholog_one2many
CYP4F8,Cyp4f16,ortholog_one2many
CYP4F8,Cyp4f37,ortholog_one2many
CYP4F8,Cyp4f13,ortholog_one2many
CYP4F8,Cyp4f17,ortholog_one2many
CLEC1B,Clec1b,ortholog_one2one
MARCHF11,Marchf11,ortholog_one2one
BCL2L14,Bcl2l14,ortholog_one2one
STX17,Stx17,ortholog_one2one
MARCHF6,Marchf6,ortholog_one2one
CCDC160,Ccdc160,ortholog_one2one
NUFIP2,Nufip2,ortholog_one2one
PGLYRP2,Pglyrp2,ortholog_one2one
LHFPL1,Lhfpl1,ortholog_one2one
DEPDC7,Depdc7,ortholog_one2one
GJD2,Gjd2,ortholog_one2one
LLGL1,Llgl1,ortholog_one2one
VAMP3,Vamp3,ortholog_one2one
INAFM2,Inafm2,ortholog_one2one
ZNF627,Zfp872,ortholog_one2many
ZNF627,Gm20422,ortholog_one2many
LOXL2,Loxl2,ortholog_one2one
MEIS2,Meis2,ortholog_one2one
METTL26,Mettl26,ortholog_one2one
DISP3,Disp3,ortholog_one2one
GPR33,Gpr33,ortholog_one2one
HLA-DRB5,H2-Eb2,ortholog_one2many
TEX52,Tex52,ortholog_one2one
PATL1,Patl1,ortholog_one2one
TMX1,Tmx1,ortholog_one2one
LZTS1,Lzts1,ortholog_one2one
TBL2,Tbl2,ortholog_one2one
ABCC10,Abcc10,ortholog_one2one
SMPD1,Smpd1,ortholog_one2one
CDCA2,Cdca2,ortholog_one2one
PRPF39,Prpf39,ortholog_one2one
CLSTN1,Clstn1,ortholog_one2one
LAMA3,Lama3,ortholog_one2one
NR4A3,Nr4a3,ortholog_one2one
ERGIC2,Ergic2,ortholog_one2one
GRPEL1,Grpel1,ortholog_one2one
F8,F8,ortholog_one2one
CIB3,Cib3,ortholog_one2one
SLC2A9,Slc2a9,ortholog_one2one
PARN,Parn,ortholog_one2one
SPATA31D1,Spata31d1c,ortholog_many2many
SPATA31D1,Spata31d1b,ortholog_many2many
SPATA31D1,Spata31d1d,ortholog_many2many
SPATA31D1,Spata31d1a,ortholog_many2many
OCEL1,Ocel1,ortholog_one2one
ZNF395,Zfp395,ortholog_one2one
PIGW,Pigw,ortholog_one2one
AZI2,Azi2,ortholog_one2one
OTX2,Otx2,ortholog_one2one
LPCAT1,Lpcat1,ortholog_one2one
ALG2,Alg2,ortholog_one2one
SLC26A8,Slc26a8,ortholog_one2one
CCL3,Ccl3,ortholog_one2many
PDE3B,Pde3b,ortholog_one2one
PRR32,Prr32,ortholog_one2one
HSD17B3,Hsd17b3,ortholog_one2one
HASPIN,Haspin,ortholog_one2one
AFF2,Aff2,ortholog_one2one
MMEL1,Mmel1,ortholog_one2one
RNF212,Rnf212,ortholog_one2one
hsa-mir-423,Mir423,ortholog_one2many
CENPV,Cenpv,ortholog_one2one
ZNF804B,Zfp804b,ortholog_one2one
ERLIN2,Erlin2,ortholog_one2one
ROPN1L,Ropn1l,ortholog_one2one
ABHD8,Abhd8,ortholog_one2one
ZNF25,Zfp9,ortholog_one2one
TSPAN9,Tspan9,ortholog_one2one
SBDS,Sbds,ortholog_one2one
BBOF1,Bbof1,ortholog_one2one
COL20A1,Col20a1,ortholog_one2one
BORCS7,Borcs7,ortholog_one2many
IRX4,Irx4,ortholog_one2one
PCED1B,Pced1b,ortholog_one2one
TCP11L1,Tcp11l1,ortholog_one2one
AP2B1,Ap2b1,ortholog_one2one
NEK10,Nek10,ortholog_one2one
EPS15L1,Eps15l1,ortholog_one2one
DYDC2,Dydc2,ortholog_one2one
B4GALNT3,B4galnt3,ortholog_one2one
GAK,Gak,ortholog_one2one
OTUB2,Otub2,ortholog_one2one
RPS10-NUDT3,Gm49804,ortholog_one2one
BEX4,Bex6,ortholog_one2many
BEX4,Bex4,ortholog_one2many
NUDCD3,Nudcd3,ortholog_one2one
TEX10,Tex10,ortholog_one2one
COMT,Comt,ortholog_one2one
MARCHF5,Marchf5,ortholog_one2one
PLAC1,Plac1,ortholog_one2one
AGTRAP,Agtrap,ortholog_one2one
ZNF518A,Zfp518a,ortholog_one2one
MS4A3,Ms4a3,ortholog_one2one
RAB44,Rab44,ortholog_one2one
BRD9,Brd9,ortholog_one2one
SLC38A4,Slc38a4,ortholog_one2one
KCTD20,Kctd20,ortholog_one2one
TMEM115,Tmem115,ortholog_one2one
ANP32B,Anp32b,ortholog_one2one
IPMK,Ipmk,ortholog_one2one
ZDHHC2,Zdhhc2,ortholog_one2one
FMR1NB,Fmr1nb,ortholog_one2one
DCLK3,Dclk3,ortholog_one2one
GRIN3A,Grin3a,ortholog_one2one
CHUK,Chuk,ortholog_one2one
HMGN5,Hmgn5,ortholog_one2one
VIPAS39,Vipas39,ortholog_one2one
C11orf91,A930018P22Rik,ortholog_one2one
ETFBKMT,Etfbkmt,ortholog_one2one
CHRNA4,Chrna4,ortholog_one2one
GNAT1,Gnat1,ortholog_one2one
TRMT9B,Trmt9b,ortholog_one2one
HLA-DQB1,H2-Ab1,ortholog_one2one
OCA2,Oca2,ortholog_one2one
CDCA5,Cdca5,ortholog_one2one
ZNF727,Zfp953,ortholog_many2many
ZNF727,Gm49345,ortholog_many2many
ZNF727,Zfp457,ortholog_many2many
ZNF727,Zfp595,ortholog_many2many
ZNF727,Zfp738,ortholog_many2many
AMN1,Amn1,ortholog_one2one
SEMA3A,Sema3a,ortholog_one2one
CYLC2,Cylc2,ortholog_one2one
ARVCF,ARVCF,ortholog_one2one
EXOSC7,Exosc7,ortholog_one2one
ZFP91-CNTF,Zfp91,ortholog_many2many
ZFP91-CNTF,Gm44505,ortholog_many2many
MTMR7,Mtmr7,ortholog_one2one
MAP7D3,Map7d3,ortholog_one2one
NFIL3,Nfil3,ortholog_one2one
PRF1,Prf1,ortholog_one2one
MKKS,Mkks,ortholog_one2one
COL15A1,Col15a1,ortholog_one2one
AHNAK,Ahnak,ortholog_one2one
CYP2C18,Cyp2c55,ortholog_one2many
SEMA5A,Sema5a,ortholog_one2one
MAT1A,Mat1a,ortholog_one2one
EEF1A2,Eef1a2,ortholog_one2one
LINC02203,Olfr733,ortholog_many2many
LINC02203,Olfr732,ortholog_many2many
RUNDC3B,Rundc3b,ortholog_one2one
GOT1L1,Got1l1,ortholog_one2one
HYAL1,Hyal1,ortholog_one2one
EIF2AK4,Eif2ak4,ortholog_one2one
LRRC4C,Lrrc4c,ortholog_one2one
SFRP5,Sfrp5,ortholog_one2one
TNRC6A,Tnrc6a,ortholog_one2one
ZNF318,Zfp318,ortholog_one2one
TMEM271,Gm42517,ortholog_one2one
CPEB3,Cpeb3,ortholog_one2one
PPDPF,Ppdpf,ortholog_one2one
PCMTD1,Pcmtd1,ortholog_one2one
EVC,Evc,ortholog_one2one
BEST1,Best1,ortholog_one2one
MOSPD1,Mospd1,ortholog_one2one
PTK6,Ptk6,ortholog_one2one
PIK3CD,Pik3cd,ortholog_one2one
TMEM38B,Tmem38b,ortholog_one2one
TANGO2,Tango2,ortholog_one2one
FNDC11,Fndc11,ortholog_one2one
EXOC6,Exoc6,ortholog_one2one
OCRL,Ocrl,ortholog_one2one
FAM219A,Fam219a,ortholog_one2one
HELZ2,Helz2,ortholog_one2one
UQCC2,Uqcc2,ortholog_one2one
TCAIM,Tcaim,ortholog_one2one
WNT5B,Wnt5b,ortholog_one2one
BNIP3L,Bnip3l,ortholog_one2one
MDH2,Mdh2,ortholog_one2one
NKD2,Nkd2,ortholog_one2one
CIPC,Cipc,ortholog_one2one
DAAM2,Daam2,ortholog_one2one
DHX15,Dhx15,ortholog_one2one
FAM186B,Fam186b,ortholog_one2one
GABRB3,Gabrb3,ortholog_one2one
TBC1D8B,Tbc1d8b,ortholog_one2one
CNTNAP3C,Cntnap3,ortholog_one2many
BTBD7,Btbd7,ortholog_one2one
MYO10,Myo10,ortholog_one2one
BARX1,Barx1,ortholog_one2one
SYT7,Syt7,ortholog_one2one
VKORC1L1,Vkorc1l1,ortholog_one2one
CRMP1,Crmp1,ortholog_one2one
ADAMDEC1,Adamdec1,ortholog_one2one
STRAP,Strap,ortholog_one2one
MOSMO,Mosmo,ortholog_one2one
HUS1,Hus1,ortholog_one2one
BICD2,Bicd2,ortholog_one2one
MCM8,Mcm8,ortholog_one2many
PRRT2,Prrt2,ortholog_one2one
ISM2,Ism2,ortholog_one2one
BICC1,Bicc1,ortholog_one2one
TXN,Txn1,ortholog_one2one
MORC4,Morc4,ortholog_one2one
SUPT3H,Supt3,ortholog_one2one
RTRAF,Rtraf,ortholog_one2one
ADAMTS20,Adamts20,ortholog_one2one
PALM2AKAP2,Pakap,ortholog_one2many
PALM2AKAP2,Pakap,ortholog_one2many
KIF13B,Kif13b,ortholog_one2one
CHST3,Chst3,ortholog_one2one
SNX29,Snx29,ortholog_one2one
TMEM38A,Tmem38a,ortholog_one2one
PRR15,Prr15,ortholog_one2one
MARVELD1,Marveld1,ortholog_one2one
CCT6B,Cct6b,ortholog_one2one
UPP1,Upp1,ortholog_one2one
NPRL2,Nprl2,ortholog_one2one
CYP17A1,Cyp17a1,ortholog_one2one
MMUT,Mmut,ortholog_one2one
PLVAP,Plvap,ortholog_one2one
KNOP1,Knop1,ortholog_one2one
VBP1,Vbp1,ortholog_one2one
GNAL,Gnal,ortholog_one2one
SLC5A12,Slc5a12,ortholog_one2one
CASP14,Casp14,ortholog_one2one
POLR3E,Polr3e,ortholog_one2one
TMEM51,Tmem51,ortholog_one2one
MIS18BP1,Mis18bp1,ortholog_one2one
ANKLE1,Ankle1,ortholog_one2one
RNU1-94P,Gm22847,ortholog_one2many
RNU1-94P,U1,ortholog_one2many
RNU1-94P,Gm24977,ortholog_one2many
RNU1-94P,Gm24251,ortholog_one2many
RNU1-94P,Gm25513,ortholog_one2many
PDRG1,Pdrg1,ortholog_one2one
NHSL2,Nhsl2,ortholog_one2one
SLK,Slk,ortholog_one2one
XKR7,Xkr7,ortholog_one2one
MIR185,Mir185,ortholog_one2one
C1orf127,Gm572,ortholog_one2one
CCM2L,Ccm2l,ortholog_one2one
MIR3618,Gm24572,ortholog_one2one
MIR1306,Mir1306,ortholog_one2one
MXD4,Mxd4,ortholog_one2one
TRMT2A,Trmt2a,ortholog_one2one
KIAA1210,Gm14569,ortholog_one2one
PIP5K1B,Pip5k1b,ortholog_one2one
DPH6,Dph6,ortholog_one2one
SCGB1A1,Scgb1a1,ortholog_one2one
IL13RA2,Il13ra2,ortholog_one2one
TM9SF4,Tm9sf4,ortholog_one2one
VSX2,Vsx2,ortholog_one2one
HOOK3,Hook3,ortholog_one2one
TTLL10,Ttll10,ortholog_one2one
RELA,Rela,ortholog_one2one
CCDC184,Ccdc184,ortholog_one2one
AKAP6,Akap6,ortholog_one2one
OMG,Omg,ortholog_one2one
DENND5B,Dennd5b,ortholog_one2one
ADAP2,Adap2,ortholog_one2one
GOLGA8J,Gm13547,ortholog_many2many
GOLGA8J,Golga2,ortholog_many2many
CPZ,Cpz,ortholog_one2one
BLVRA,Blvra,ortholog_one2one
KCTD6,Kctd6,ortholog_one2one
PHKA1,Phka1,ortholog_one2one
B3GNT3,B3gnt3,ortholog_one2one
TPRG1L,Tprgl,ortholog_one2one
RAB5A,Rab5a,ortholog_one2one
RNF138,Rnf138,ortholog_one2many
RNF138,Rnf138rt1,ortholog_one2many
TRAM2,Tram2,ortholog_one2one
PLAGL2,Plagl2,ortholog_one2one
FBXO42,Fbxo42,ortholog_one2one
GREM1,Grem1,ortholog_one2one
RANBP1,Ranbp1,ortholog_one2one
RFXANK,Rfxank,ortholog_one2one
POFUT1,Pofut1,ortholog_one2one
NUPR2,Nupr1l,ortholog_one2one
C1QTNF12,C1qtnf12,ortholog_one2one
STK38,Stk38,ortholog_one2one
SCD,Scd2,ortholog_one2many
SCD,Scd4,ortholog_one2many
C15orf62,Gm14137,ortholog_one2one
ENDOU,Endou,ortholog_one2one
ALDH4A1,Aldh4a1,ortholog_one2one
MEP1B,Mep1b,ortholog_one2one
CFAP99,Cfap99,ortholog_one2one
NR2C2,Nr2c2,ortholog_one2one
SSTR1,Sstr1,ortholog_one2one
TMEM217,Tmem217,ortholog_one2one
SPRED1,Spred1,ortholog_one2one
SLC25A29,Slc25a29,ortholog_one2one
ADAMTS14,Adamts14,ortholog_one2one
DEFA6,Defa41,ortholog_many2many
DEFA6,Defa37,ortholog_many2many
DEFA6,Defa23,ortholog_many2many
DEFA6,Defa22,ortholog_many2many
DEFA6,Defa36,ortholog_many2many
DEFA6,Defa29,ortholog_many2many
DEFA6,Defa34,ortholog_many2many
DEFA6,Defa38,ortholog_many2many
DEFA6,Defa30,ortholog_many2many
DEFA6,Defa28,ortholog_many2many
DEFA6,Defa40,ortholog_many2many
DEFA6,Defa2,ortholog_many2many
DEFA6,Defa42,ortholog_many2many
DEFA6,Defa26,ortholog_many2many
DEFA6,Defa35,ortholog_many2many
DEFA6,AY761185,ortholog_many2many
DEFA6,Defa25,ortholog_many2many
DEFA6,Defa21,ortholog_many2many
DEFA6,Defa39,ortholog_many2many
DEFA6,Defa31,ortholog_many2many
DEFA6,Defa20,ortholog_many2many
DEFA6,Defa3,ortholog_many2many
DEFA6,Defa32,ortholog_many2many
DEFA6,Defa24,ortholog_many2many
DEFA6,Defa27,ortholog_many2many
DEFA6,Defa5,ortholog_many2many
DEFA6,Defa17,ortholog_many2many
DEFA6,Defa43,ortholog_many2many
DEFA6,Defa33,ortholog_many2many
DNMT3B,Dnmt3c,ortholog_one2many
DNMT3B,Dnmt3b,ortholog_one2many
ANKS6,Anks6,ortholog_one2one
STK32B,Stk32b,ortholog_one2one
DCTN6,Dctn6,ortholog_one2one
PLA2G4D,Pla2g4d,ortholog_one2one
LOXHD1,Loxhd1,ortholog_one2one
H3-5,H3f3b,ortholog_one2one
BTBD9,Btbd9,ortholog_one2one
SNORA77B,Gm25777,ortholog_one2many
ZDHHC8,Zdhhc8,ortholog_one2one
SINHCAF,Sinhcaf,ortholog_one2one
CMBL,Cmbl,ortholog_one2one
RDM1,Rdm1,ortholog_one2one
GATAD1,Gatad1,ortholog_one2one
DISP2,Disp2,ortholog_one2one
KATNIP,Katnip,ortholog_one2one
PPP2R2A,Ppp2r2a,ortholog_one2one
STEAP1,Steap1,ortholog_one2many
INTS13,Ints13,ortholog_one2one
CEP128,Cep128,ortholog_one2one
PTAR1,Ptar1,ortholog_one2one
HOGA1,Hoga1,ortholog_one2one
TAF11L4,Taf11,ortholog_one2many
RERE,Rere,ortholog_one2one
CCDC188,Ccdc188,ortholog_one2one
C10orf62,4933411K16Rik,ortholog_one2one
MTRR,Mtrr,ortholog_one2one
MSX1,Msx1,ortholog_one2one
VOPP1,Vopp1,ortholog_one2one
BTRC,Btrc,ortholog_one2one
HIRA,Hira,ortholog_one2one
PGK2,Pgk2,ortholog_one2one
ANGPTL2,Angptl2,ortholog_one2one
ZDHHC15,Zdhhc15,ortholog_one2one
CD83,Cd83,ortholog_one2one
QDPR,Qdpr,ortholog_one2one
FMN1,Fmn1,ortholog_one2one
XIRP1,Xirp1,ortholog_one2one
SPRYD3,Spryd3,ortholog_one2one
IL1RAPL1,Il1rapl1,ortholog_one2one
IQCF6,Iqcf6,ortholog_one2one
OR10H4,Olfr63,ortholog_one2many
HLA-DRB1,H2-Eb2,ortholog_one2many
UBALD1,Ubald1,ortholog_one2one
GLB1,Glb1,ortholog_one2one
ZBTB33,Zbtb33,ortholog_one2one
S1PR3,S1pr3,ortholog_one2one
GTPBP3,Gtpbp3,ortholog_one2one
IDUA,Idua,ortholog_one2one
CHTF18,Chtf18,ortholog_one2one
RTL5,Rtl5,ortholog_one2one
RBM25,Rbm25,ortholog_one2one
DYNC1I1,Dync1i1,ortholog_one2one
SNAPC3,Snapc3,ortholog_one2one
FAM98B,Fam98b,ortholog_one2one
DNTT,Dntt,ortholog_one2one
MS4A8,Ms4a8a,ortholog_one2one
ADGRG4,Adgrg4,ortholog_one2one
ASB8,Asb8,ortholog_one2one
RTTN,Rttn,ortholog_one2one
PBK,Pbk,ortholog_one2one
RHBDL3,Rhbdl3,ortholog_one2one
C5orf49,1700001L19Rik,ortholog_one2one
CHAC1,Chac1,ortholog_one2one
DGCR8,Dgcr8,ortholog_one2many
DGCR8,Gm49776,ortholog_one2many
ARR3,Arr3,ortholog_one2one
CLPS,Clps,ortholog_one2one
FSIP1,Fsip1,ortholog_one2one
ATP5ME,Atp5k,ortholog_one2one
CLCN6,Clcn6,ortholog_one2one
OOSP1,Oosp1,ortholog_one2one
TBC1D22B,Tbc1d22b,ortholog_one2one
E2F8,E2f8,ortholog_one2one
PDLIM1,Pdlim1,ortholog_one2one
C9orf135,1700028P14Rik,ortholog_one2one
GABRG3,Gabrg3,ortholog_one2one
ELOVL5,Elovl5,ortholog_one2one
CYTL1,Cytl1,ortholog_one2one
ZNHIT3,Znhit3,ortholog_one2one
ANO10,Ano10,ortholog_one2one
UFD1,Ufd1,ortholog_one2one
CTNND2,Ctnnd2,ortholog_one2one
IL21R,Il21r,ortholog_one2one
RAB39B,Rab39b,ortholog_one2one
TULP3,Tulp3,ortholog_one2one
ENTPD4,Entpd4b,ortholog_one2many
ENTPD4,Entpd4,ortholog_one2many
NAP1L3,Nap1l3,ortholog_one2one
RASGRP1,Rasgrp1,ortholog_one2one
NINJ1,Ninj1,ortholog_one2one
KCNK5,Kcnk5,ortholog_one2one
TSPAN18,Tspan18,ortholog_one2one
FAM171A1,Fam171a1,ortholog_one2one
TCTE1,Tcte1,ortholog_one2one
MAPRE1,Mapre1,ortholog_one2one
HMGA1,Hmga1,ortholog_one2one
ZNF367,Zfp367,ortholog_one2one
IL13RA1,Il13ra1,ortholog_one2one
EFCAB8,Efcab8,ortholog_one2one
TRMT44,Trmt44,ortholog_one2one
SNX30,Snx30,ortholog_one2one
PROCR,Procr,ortholog_one2one
CASKIN1,Caskin1,ortholog_one2one
TTC34,Ttc34,ortholog_one2one
MMP24OS,BC029722,ortholog_one2one
PRPSAP2,Prpsap2,ortholog_one2one
PRAMEF2,Pramel22,ortholog_many2many
PRAMEF2,Pramel26,ortholog_many2many
PRAMEF2,Gm12790,ortholog_many2many
PRAMEF2,Gm6205,ortholog_many2many
PRAMEF2,Gm3183,ortholog_many2many
PRAMEF2,C130073F10Rik,ortholog_many2many
PRAMEF2,Pramel14,ortholog_many2many
PRAMEF2,AA792892,ortholog_many2many
PRAMEF2,Pramel38,ortholog_many2many
PRAMEF2,Gm13040,ortholog_many2many
PRAMEF2,Oog2,ortholog_many2many
PRAMEF2,Pramel49,ortholog_many2many
PRAMEF2,Pramel30,ortholog_many2many
PRAMEF2,Gm13057,ortholog_many2many
PRAMEF2,Pramel11,ortholog_many2many
PRAMEF2,Pramel51,ortholog_many2many
PRAMEF2,Gm13043,ortholog_many2many
